Trip.ID,Duration,Start .Date,Start .Station,Start .Terminal,End.Date,End.Station,End.Terminal,Bike..,Subscriber.Type,Zip.Code
T100954,5714,09/07/2014 14:51,Downtown San Jose,01001,09/07/2014 16:26,Downtown San Jose,01015,B1621,Customer,94098
T100955,2459,06/16/2014 10:57,San Jose Diridon,01012,06/16/2014 11:38,Mountain View Caltrain,01015,B4900,Subscriber,95082
T100956,4818,02/22/2014 16:48,Downtown San Jose,01002,02/22/2014 18:08,Campbell Ave,01005,B8270,Subscriber,94123
T100957,749,12/03/2014 15:38,Campbell Ave,01010,12/03/2014 15:50,Oakland Transit,01005,B6385,Customer,95049
T100958,4772,06/29/2014 07:20,Menlo Park,01003,06/29/2014 08:40,Redwood City,01002,B3199,Subscriber,94764
T100959,1354,03/12/2014 13:50,Sunnyvale Station,01015,03/12/2014 14:12,Los Gatos Depot,01015,B5556,Customer,94033
T100960,5734,01/20/2014 12:41,San Jose Diridon,01010,01/20/2014 14:16,Sunnyvale Station,01014,B6202,Customer,94895
T100961,7307,04/12/2014 00:49,Menlo Park,01012,04/12/2014 02:51,Los Gatos Depot,01013,B1648,Subscriber,94065
T100962,4261,05/28/2014 05:30,Santana Row,01003,05/28/2014 06:41,Los Gatos Depot,01004,B9533,Subscriber,95032
T100963,7909,05/08/2014 03:08,Santa Clara Transit,01011,05/08/2014 05:20,Redwood City,01005,B7797,Customer,94669
T100964,3565,03/24/2014 04:49,Campbell Ave,01008,03/24/2014 05:48,Redwood City,01004,B5726,Subscriber,95103
T100965,3370,06/26/2014 14:06,San Jose Diridon,01006,06/26/2014 15:02,Cupertino Center,01014,B1388,Subscriber,95007
T100966,8884,05/07/2014 22:25,Campbell Ave,01013,05/08/2014 00:53,Palo Alto Station,01015,B4752,Customer,94578
T100967,4502,05/12/2014 01:43,Oakland Transit,01003,05/12/2014 02:59,Fremont Hub,01003,B6427,Subscriber,94683
T100968,9268,10/23/2014 15:10,Fremont Hub,01005,10/23/2014 17:44,Santa Clara Transit,01015,B6615,Customer,94137
T100969,4510,12/08/2014 14:50,Santa Clara Transit,01013,12/08/2014 16:05,Campbell Ave,01008,B4969,Subscriber,94154
T100970,2309,05/28/2014 05:42,Santa Clara Transit,01012,05/28/2014 06:21,Campbell Ave,01011,B4372,Subscriber,94188
T100971,1849,04/19/2014 01:32,Santa Clara Transit,01004,04/19/2014 02:03,Redwood City,01006,B9836,Customer,95143
T100972,10147,10/20/2014 01:14,Oakland Transit,01008,10/20/2014 04:03,Cupertino Center,01015,B1885,Customer,94230
T100973,9674,11/20/2014 02:05,Santana Row,01003,11/20/2014 04:47,Santana Row,01013,B5068,Subscriber,95089
T100974,3980,06/13/2014 17:16,Oakland Transit,01013,06/13/2014 18:22,Fremont Hub,01013,B4644,Customer,94324
T100975,4032,04/08/2014 23:20,Menlo Park,01009,04/09/2014 00:27,Menlo Park,01011,B7250,Customer,95051
T100976,891,11/21/2014 05:56,Redwood City,01014,11/21/2014 06:10,Santana Row,01007,B9543,Customer,94179
T100977,8760,02/01/2014 19:25,Mountain View Caltrain,01001,02/01/2014 21:51,Mountain View Caltrain,01013,B6269,Subscriber,94959
T100978,3757,07/02/2014 15:34,Oakland Transit,01006,07/02/2014 16:37,Downtown San Jose,01001,B4007,Customer,94390
T100979,10512,01/08/2014 12:39,Sunnyvale Station,01002,01/08/2014 15:35,Los Gatos Depot,01005,B8247,Customer,94149
T100980,3874,10/18/2014 21:24,Palo Alto Station,01003,10/18/2014 22:29,Santa Clara Transit,01014,B1099,Customer,94882
T100981,920,07/29/2014 11:44,Santa Clara Transit,01010,07/29/2014 12:00,Santana Row,01002,B2058,Subscriber,94567
T100982,1701,01/21/2014 05:28,Menlo Park,01015,01/21/2014 05:56,Redwood City,01014,B9055,Customer,94953
T100983,6831,05/16/2014 21:52,Santana Row,01014,05/16/2014 23:45,Palo Alto Station,01013,B2146,Customer,94924
T100984,5471,03/29/2014 01:54,Fremont Hub,01003,03/29/2014 03:25,Oakland Transit,01008,B4153,Subscriber,94311
T100985,7799,09/10/2014 11:46,Oakland Transit,01014,09/10/2014 13:56,Palo Alto Station,01008,B1853,Subscriber,94676
T100986,1707,01/27/2014 15:34,Campbell Ave,01008,01/27/2014 16:02,Redwood City,01012,B3318,Customer,94149
T100987,2312,10/31/2014 09:37,Santa Clara Transit,01013,10/31/2014 10:15,Fremont Hub,01007,B4345,Subscriber,94372
T100988,144,09/11/2014 02:47,Menlo Park,01007,09/11/2014 02:50,Campbell Ave,01015,B3057,Customer,94695
T100989,9076,01/16/2014 15:13,Downtown San Jose,01013,01/16/2014 17:45,Downtown San Jose,01014,B2503,Subscriber,94929
T100990,2647,10/20/2014 21:57,Los Gatos Depot,01007,10/20/2014 22:41,Redwood City,01006,B3845,Customer,95080
T100991,6726,01/13/2014 01:13,Redwood City,01004,01/13/2014 03:05,Los Gatos Depot,01012,B9992,Customer,94885
T100992,10756,04/07/2014 00:50,Mountain View Caltrain,01011,04/07/2014 03:50,Los Gatos Depot,01007,B4348,Subscriber,94043
T100993,7853,03/19/2014 10:10,Sunnyvale Station,01008,03/19/2014 12:21,Downtown San Jose,01015,B4871,Customer,94822
T100994,7882,11/22/2014 22:10,Santana Row,01012,11/23/2014 00:22,Oakland Transit,01015,B9313,Customer,94601
T100995,10718,01/08/2014 21:57,Sunnyvale Station,01011,01/09/2014 00:55,Mountain View Caltrain,01014,B2280,Subscriber,94013
T100996,3327,08/30/2014 07:16,Oakland Transit,01003,08/30/2014 08:11,Mountain View Caltrain,01002,B7983,Customer,94798
T100997,4766,03/01/2014 04:18,Downtown San Jose,01004,03/01/2014 05:37,Palo Alto Station,01014,B8652,Customer,94038
T100998,5322,04/03/2014 15:24,Menlo Park,01010,04/03/2014 16:52,Campbell Ave,01003,B6103,Subscriber,94017
T100999,4736,02/19/2014 00:27,Santana Row,01012,02/19/2014 01:46,Sunnyvale Station,01012,B3689,Subscriber,94461
T101000,10642,07/03/2014 21:54,Fremont Hub,01014,07/04/2014 00:51,Campbell Ave,01005,B4236,Customer,94660
T101001,1029,09/17/2014 23:48,Cupertino Center,01006,09/18/2014 00:05,Campbell Ave,01009,B5012,Customer,94874
T101002,1525,02/14/2014 10:11,Oakland Transit,01001,02/14/2014 10:36,Redwood City,01002,B7947,Customer,94308
T101003,10747,08/08/2014 00:34,Campbell Ave,01011,08/08/2014 03:33,Santa Clara Transit,01006,B3890,Customer,94530
T101004,9466,03/26/2014 15:34,Oakland Transit,01005,03/26/2014 18:12,Menlo Park,01007,B5079,Customer,94456
T101005,3864,06/30/2014 14:25,San Jose Diridon,01013,06/30/2014 15:30,Santa Clara Transit,01010,B5966,Customer,94668
T101006,8827,09/29/2014 15:29,Cupertino Center,01014,09/29/2014 17:56,Los Gatos Depot,01012,B5675,Customer,95090
T101007,671,04/10/2014 12:21,Fremont Hub,01002,04/10/2014 12:33,Redwood City,01014,B8344,Customer,94937
T101008,2928,10/25/2014 20:00,Palo Alto Station,01001,10/25/2014 20:49,Downtown San Jose,01009,B4299,Customer,94410
T101009,6906,05/24/2014 06:21,Mountain View Caltrain,01003,05/24/2014 08:16,Santa Clara Transit,01012,B5454,Customer,94726
T101010,2940,03/07/2014 03:54,Santa Clara Transit,01008,03/07/2014 04:43,Santana Row,01006,B8883,Subscriber,94312
T101011,655,08/24/2014 07:19,Menlo Park,01007,08/24/2014 07:30,Fremont Hub,01008,B2310,Subscriber,94386
T101012,6564,08/24/2014 19:57,Cupertino Center,01008,08/24/2014 21:46,Oakland Transit,01012,B6891,Customer,94303
T101013,8176,10/18/2014 11:10,Downtown San Jose,01005,10/18/2014 13:26,Campbell Ave,01001,B7524,Subscriber,94422
T101014,3112,10/06/2014 23:34,Palo Alto Station,01008,10/07/2014 00:26,Menlo Park,01013,B7188,Subscriber,94631
T101015,4802,02/14/2014 11:31,Fremont Hub,01012,02/14/2014 12:51,Los Gatos Depot,01001,B3748,Customer,94371
T101016,673,10/30/2014 01:32,Oakland Transit,01013,10/30/2014 01:43,Cupertino Center,01011,B8712,Subscriber,94206
T101017,211,11/15/2014 04:26,Cupertino Center,01015,11/15/2014 04:29,Santana Row,01011,B8231,Customer,94053
T101018,4948,03/05/2014 14:24,Los Gatos Depot,01009,03/05/2014 15:46,Downtown San Jose,01003,B7925,Subscriber,95092
T101019,9365,05/01/2014 19:05,San Jose Diridon,01004,05/01/2014 21:41,Palo Alto Station,01011,B9278,Customer,94080
T101020,9935,02/11/2014 23:33,Palo Alto Station,01007,02/12/2014 02:18,Palo Alto Station,01008,B8101,Subscriber,94260
T101021,1818,08/13/2014 17:43,Sunnyvale Station,01011,08/13/2014 18:14,Oakland Transit,01013,B3553,Customer,95106
T101022,5549,01/10/2014 23:20,Oakland Transit,01012,01/11/2014 00:52,San Jose Diridon,01011,B8897,Subscriber,94713
T101023,4722,12/27/2014 17:51,Sunnyvale Station,01007,12/27/2014 19:10,Palo Alto Station,01003,B1324,Customer,94141
T101024,7504,05/02/2014 03:39,Oakland Transit,01008,05/02/2014 05:44,Menlo Park,01001,B7249,Subscriber,94670
T101025,10567,08/12/2014 14:48,San Jose Diridon,01005,08/12/2014 17:44,Sunnyvale Station,01007,B8002,Customer,94645
T101026,8961,09/21/2014 01:20,Sunnyvale Station,01003,09/21/2014 03:49,Redwood City,01004,B2363,Customer,94471
T101027,8650,12/19/2014 15:25,San Jose Diridon,01009,12/19/2014 17:49,Santa Clara Transit,01011,B5918,Subscriber,94427
T101028,8152,05/26/2014 18:06,Santana Row,01014,05/26/2014 20:22,Menlo Park,01005,B9801,Subscriber,94413
T101029,2258,06/04/2014 01:05,San Jose Diridon,01007,06/04/2014 01:42,Menlo Park,01006,B3503,Subscriber,94620
T101030,8321,10/05/2014 16:25,Campbell Ave,01001,10/05/2014 18:43,Menlo Park,01010,B3878,Customer,94334
T101031,7728,03/19/2014 00:34,Menlo Park,01005,03/19/2014 02:42,Mountain View Caltrain,01002,B5215,Subscriber,94868
T101032,4530,01/30/2014 12:20,Sunnyvale Station,01015,01/30/2014 13:35,Sunnyvale Station,01002,B7233,Customer,94555
T101033,3219,08/18/2014 22:45,Santa Clara Transit,01013,08/18/2014 23:38,Palo Alto Station,01003,B8596,Subscriber,94477
T101034,1905,09/26/2014 04:59,Campbell Ave,01008,09/26/2014 05:31,Downtown San Jose,01004,B6011,Customer,94444
T101035,5477,11/19/2014 13:29,Oakland Transit,01007,11/19/2014 15:00,Mountain View Caltrain,01009,B8431,Customer,94727
T101036,2722,09/01/2014 14:19,Santana Row,01011,09/01/2014 15:04,Mountain View Caltrain,01012,B5640,Customer,94055
T101037,7578,04/05/2014 07:31,Cupertino Center,01006,04/05/2014 09:37,Mountain View Caltrain,01013,B7146,Subscriber,94281
T101038,10681,02/09/2014 13:47,Downtown San Jose,01009,02/09/2014 16:45,Santana Row,01014,B8878,Subscriber,94900
T101039,4275,09/28/2014 18:18,Redwood City,01011,09/28/2014 19:29,Cupertino Center,01011,B2178,Subscriber,94252
T101040,3110,10/28/2014 00:02,Mountain View Caltrain,01001,10/28/2014 00:54,San Jose Diridon,01013,B6459,Subscriber,94768
T101041,290,04/28/2014 02:57,Redwood City,01002,04/28/2014 03:02,San Jose Diridon,01003,B3238,Subscriber,94052
T101042,5583,11/27/2014 05:18,San Jose Diridon,01015,11/27/2014 06:51,Fremont Hub,01014,B8688,Customer,94909
T101043,4893,09/23/2014 17:45,Sunnyvale Station,01009,09/23/2014 19:06,Downtown San Jose,01010,B4206,Subscriber,94427
T101044,9362,08/22/2014 04:14,Campbell Ave,01011,08/22/2014 06:50,Cupertino Center,01011,B3535,Subscriber,94779
T101045,3224,11/09/2014 20:03,Santana Row,01006,11/09/2014 20:57,Fremont Hub,01007,B4106,Subscriber,94100
T101046,2935,02/17/2014 00:18,Los Gatos Depot,01014,02/17/2014 01:07,Mountain View Caltrain,01013,B1068,Customer,94915
T101047,10069,11/06/2014 05:22,Santana Row,01007,11/06/2014 08:10,Mountain View Caltrain,01006,B1210,Customer,94898
T101048,10524,08/08/2014 18:52,Palo Alto Station,01010,08/08/2014 21:47,Santa Clara Transit,01008,B9203,Subscriber,94817
T101049,6703,10/31/2014 22:41,Oakland Transit,01015,11/01/2014 00:33,Los Gatos Depot,01008,B7131,Customer,94406
T101050,7067,01/16/2014 22:47,Santana Row,01011,01/17/2014 00:45,Palo Alto Station,01014,B9051,Subscriber,94421
T101051,8502,05/15/2014 20:10,Los Gatos Depot,01014,05/15/2014 22:32,Mountain View Caltrain,01012,B7628,Subscriber,94779
T101052,5432,07/26/2014 21:32,Cupertino Center,01005,07/26/2014 23:03,Redwood City,01003,B7812,Subscriber,94255
T101053,1481,06/16/2014 08:46,Campbell Ave,01006,06/16/2014 09:11,Downtown San Jose,01005,B7465,Subscriber,94190
T101054,6627,09/14/2014 21:49,Campbell Ave,01005,09/14/2014 23:39,Santa Clara Transit,01003,B7113,Subscriber,94358
T101055,1622,05/24/2014 21:58,Palo Alto Station,01005,05/24/2014 22:25,Sunnyvale Station,01011,B7292,Subscriber,95037
T101056,3087,01/27/2014 18:43,Oakland Transit,01013,01/27/2014 19:34,Sunnyvale Station,01010,B9020,Subscriber,95057
T101057,2363,07/16/2014 11:53,Santa Clara Transit,01002,07/16/2014 12:33,Menlo Park,01014,B6043,Subscriber,94249
T101058,7882,09/09/2014 11:32,Menlo Park,01005,09/09/2014 13:43,Santa Clara Transit,01006,B2167,Subscriber,94333
T101059,5361,05/13/2014 12:30,Oakland Transit,01011,05/13/2014 13:59,Santana Row,01013,B7697,Subscriber,94429
T101060,4124,01/05/2014 21:55,Menlo Park,01010,01/05/2014 23:04,Redwood City,01005,B1636,Customer,94246
T101061,171,11/26/2014 22:37,Mountain View Caltrain,01007,11/26/2014 22:39,Palo Alto Station,01004,B3039,Subscriber,95001
T101062,4332,06/13/2014 03:13,Santa Clara Transit,01008,06/13/2014 04:26,Palo Alto Station,01002,B7304,Customer,94733
T101063,6344,11/16/2014 08:40,San Jose Diridon,01013,11/16/2014 10:26,Cupertino Center,01007,B3660,Customer,94648
T101064,3918,07/10/2014 09:00,Downtown San Jose,01011,07/10/2014 10:05,Oakland Transit,01006,B4182,Subscriber,94850
T101065,7379,02/10/2014 23:41,San Jose Diridon,01012,02/11/2014 01:44,Palo Alto Station,01003,B8148,Subscriber,94391
T101066,4434,06/18/2014 08:43,Palo Alto Station,01004,06/18/2014 09:57,San Jose Diridon,01007,B5182,Customer,94430
T101067,5460,05/21/2014 15:50,Oakland Transit,01012,05/21/2014 17:21,San Jose Diridon,01015,B6711,Customer,94185
T101068,5007,09/04/2014 20:04,Los Gatos Depot,01011,09/04/2014 21:28,Redwood City,01007,B9349,Customer,95038
T101069,9603,12/13/2014 06:04,Fremont Hub,01010,12/13/2014 08:44,Campbell Ave,01014,B9005,Subscriber,94736
T101070,9446,11/18/2014 20:06,Sunnyvale Station,01013,11/18/2014 22:44,Oakland Transit,01015,B7032,Subscriber,94978
T101071,247,06/28/2014 13:04,Oakland Transit,01004,06/28/2014 13:08,Campbell Ave,01010,B1945,Customer,94522
T101072,4345,10/02/2014 16:35,Sunnyvale Station,01009,10/02/2014 17:48,Oakland Transit,01004,B7313,Customer,95041
T101073,10769,03/01/2014 09:58,Redwood City,01006,03/01/2014 12:58,Santana Row,01001,B7947,Subscriber,94229
T101074,5950,06/19/2014 03:02,Sunnyvale Station,01011,06/19/2014 04:41,Santana Row,01001,B5043,Customer,94935
T101075,3931,03/10/2014 09:42,Redwood City,01012,03/10/2014 10:48,Oakland Transit,01015,B4970,Subscriber,94033
T101076,1077,10/12/2014 23:28,Sunnyvale Station,01003,10/12/2014 23:46,Cupertino Center,01009,B8827,Subscriber,94014
T101077,1996,07/22/2014 15:01,Santa Clara Transit,01006,07/22/2014 15:35,Santa Clara Transit,01011,B1565,Subscriber,94778
T101078,7685,09/10/2014 14:42,Redwood City,01009,09/10/2014 16:50,Cupertino Center,01010,B6921,Subscriber,94860
T101079,5086,04/15/2014 21:21,Downtown San Jose,01001,04/15/2014 22:45,Santana Row,01011,B1462,Subscriber,94819
T101080,2676,08/28/2014 04:43,Cupertino Center,01011,08/28/2014 05:27,Palo Alto Station,01004,B3422,Subscriber,94204
T101081,6702,11/10/2014 20:57,San Jose Diridon,01001,11/10/2014 22:49,Menlo Park,01015,B5281,Subscriber,94726
T101082,8293,12/24/2014 03:27,Oakland Transit,01014,12/24/2014 05:45,Cupertino Center,01002,B8462,Customer,94738
T101083,5155,07/29/2014 00:08,Fremont Hub,01002,07/29/2014 01:34,Palo Alto Station,01008,B3414,Customer,94634
T101084,1983,10/28/2014 20:10,Fremont Hub,01001,10/28/2014 20:43,Los Gatos Depot,01004,B5166,Customer,94133
T101085,10524,07/07/2014 18:31,Redwood City,01007,07/07/2014 21:26,Los Gatos Depot,01005,B5053,Customer,94889
T101086,4893,06/30/2014 12:56,San Jose Diridon,01002,06/30/2014 14:17,Santana Row,01012,B3644,Subscriber,94615
T101087,6081,06/19/2014 03:50,Santana Row,01009,06/19/2014 05:32,Redwood City,01014,B1202,Customer,94469
T101088,10130,11/17/2014 16:24,Palo Alto Station,01002,11/17/2014 19:13,Menlo Park,01003,B2912,Customer,94172
T101089,3678,10/11/2014 21:39,Redwood City,01011,10/11/2014 22:40,Redwood City,01001,B2512,Customer,94798
T101090,3650,08/19/2014 02:15,Palo Alto Station,01008,08/19/2014 03:16,Los Gatos Depot,01007,B7297,Customer,94965
T101091,2248,04/15/2014 05:37,Los Gatos Depot,01006,04/15/2014 06:15,Downtown San Jose,01010,B7515,Customer,94032
T101092,7894,05/06/2014 04:05,Fremont Hub,01004,05/06/2014 06:17,Cupertino Center,01007,B2316,Subscriber,94562
T101093,2569,11/27/2014 18:32,San Jose Diridon,01012,11/27/2014 19:15,Redwood City,01010,B9495,Customer,94662
T101094,7514,04/06/2014 08:10,Sunnyvale Station,01005,04/06/2014 10:16,Redwood City,01005,B4093,Customer,94092
T101095,9984,11/19/2014 14:58,Santa Clara Transit,01005,11/19/2014 17:44,Cupertino Center,01003,B7929,Customer,94288
T101096,6181,12/29/2014 23:18,Los Gatos Depot,01004,12/30/2014 01:01,Santa Clara Transit,01002,B3716,Subscriber,94509
T101097,6873,02/03/2014 15:45,Fremont Hub,01001,02/03/2014 17:39,Campbell Ave,01006,B7993,Subscriber,94363
T101098,9058,04/19/2014 07:47,Santa Clara Transit,01001,04/19/2014 10:18,Santana Row,01003,B5143,Customer,94018
T101099,7774,12/09/2014 09:23,Menlo Park,01010,12/09/2014 11:33,Cupertino Center,01010,B5951,Customer,94262
T101100,8866,06/25/2014 01:46,Menlo Park,01002,06/25/2014 04:14,Sunnyvale Station,01002,B9202,Subscriber,95062
T101101,3638,04/05/2014 16:58,Redwood City,01001,04/05/2014 17:58,Fremont Hub,01001,B9735,Customer,94318
T101102,4114,10/19/2014 10:56,Santa Clara Transit,01010,10/19/2014 12:05,Mountain View Caltrain,01012,B7271,Subscriber,94287
T101103,9821,06/30/2014 11:23,Downtown San Jose,01011,06/30/2014 14:07,Santana Row,01009,B6045,Customer,94962
T101104,1401,08/10/2014 07:23,Downtown San Jose,01015,08/10/2014 07:46,Santa Clara Transit,01007,B7743,Subscriber,94079
T101105,8669,08/26/2014 00:42,Oakland Transit,01014,08/26/2014 03:06,Campbell Ave,01013,B2456,Customer,94125
T101106,7379,09/17/2014 11:58,Campbell Ave,01004,09/17/2014 14:01,Downtown San Jose,01015,B2790,Subscriber,94429
T101107,8713,05/28/2014 04:26,Santana Row,01010,05/28/2014 06:51,Santa Clara Transit,01015,B6642,Customer,94600
T101108,5987,05/11/2014 15:26,Santa Clara Transit,01011,05/11/2014 17:06,Palo Alto Station,01008,B3338,Subscriber,94761
T101109,1339,01/12/2014 03:30,Sunnyvale Station,01002,01/12/2014 03:52,Santa Clara Transit,01014,B5407,Customer,94849
T101110,9303,07/11/2014 23:16,Santana Row,01012,07/12/2014 01:51,San Jose Diridon,01011,B4432,Customer,94322
T101111,1898,11/27/2014 11:27,Santa Clara Transit,01002,11/27/2014 11:58,San Jose Diridon,01008,B7520,Customer,94858
T101112,1071,05/07/2014 05:21,Redwood City,01002,05/07/2014 05:38,Cupertino Center,01002,B6047,Subscriber,94353
T101113,9032,03/12/2014 14:52,Cupertino Center,01014,03/12/2014 17:22,Oakland Transit,01004,B1105,Subscriber,94357
T101114,8341,07/09/2014 08:17,Oakland Transit,01010,07/09/2014 10:36,Fremont Hub,01012,B3759,Customer,95062
T101115,3372,03/24/2014 09:06,Los Gatos Depot,01003,03/24/2014 10:02,Oakland Transit,01004,B9056,Subscriber,94310
T101116,9443,05/18/2014 19:12,Downtown San Jose,01007,05/18/2014 21:49,Palo Alto Station,01004,B1025,Customer,94371
T101117,8852,11/06/2014 20:20,Los Gatos Depot,01011,11/06/2014 22:47,Campbell Ave,01014,B2587,Customer,94747
T101118,2515,04/11/2014 08:01,Mountain View Caltrain,01013,04/11/2014 08:43,Santa Clara Transit,01014,B2144,Subscriber,94224
T101119,2755,05/13/2014 04:11,San Jose Diridon,01015,05/13/2014 04:57,Santana Row,01013,B7845,Subscriber,94332
T101120,5435,04/19/2014 14:36,Cupertino Center,01011,04/19/2014 16:06,Cupertino Center,01005,B9600,Subscriber,94061
T101121,8585,12/08/2014 21:10,Redwood City,01010,12/08/2014 23:33,San Jose Diridon,01005,B7829,Customer,95018
T101122,7299,08/20/2014 12:34,Oakland Transit,01013,08/20/2014 14:35,Menlo Park,01012,B5724,Customer,94417
T101123,1964,09/30/2014 07:30,Oakland Transit,01003,09/30/2014 08:03,Santana Row,01008,B8060,Customer,94626
T101124,3425,12/08/2014 19:11,Campbell Ave,01015,12/08/2014 20:08,Fremont Hub,01007,B3795,Subscriber,94826
T101125,9614,04/18/2014 07:00,Cupertino Center,01002,04/18/2014 09:40,Santana Row,01003,B3890,Customer,94764
T101126,8068,08/04/2014 20:20,Redwood City,01012,08/04/2014 22:35,Santa Clara Transit,01007,B7138,Customer,94543
T101127,1549,01/04/2014 22:36,Los Gatos Depot,01003,01/04/2014 23:02,San Jose Diridon,01014,B4053,Customer,94657
T101128,8421,07/20/2014 15:18,Los Gatos Depot,01005,07/20/2014 17:39,Fremont Hub,01004,B3200,Subscriber,94058
T101129,7358,03/16/2014 04:46,Santa Clara Transit,01005,03/16/2014 06:49,Downtown San Jose,01010,B4244,Customer,94052
T101130,971,02/03/2014 05:58,Santa Clara Transit,01008,02/03/2014 06:14,Fremont Hub,01004,B8970,Customer,94679
T101131,7489,04/04/2014 17:36,Redwood City,01011,04/04/2014 19:40,Santa Clara Transit,01014,B3981,Customer,94058
T101132,2221,10/07/2014 15:34,Mountain View Caltrain,01015,10/07/2014 16:11,Los Gatos Depot,01005,B9234,Subscriber,94963
T101133,8469,06/07/2014 20:11,Santana Row,01002,06/07/2014 22:32,Sunnyvale Station,01012,B2806,Customer,94070
T101134,6866,07/09/2014 17:52,Mountain View Caltrain,01011,07/09/2014 19:46,Fremont Hub,01011,B8383,Subscriber,94295
T101135,7544,08/04/2014 14:37,Campbell Ave,01008,08/04/2014 16:42,San Jose Diridon,01004,B4482,Customer,94834
T101136,9299,10/22/2014 10:36,Santa Clara Transit,01015,10/22/2014 13:11,Cupertino Center,01007,B4041,Customer,94095
T101137,1005,04/04/2014 07:58,Redwood City,01005,04/04/2014 08:15,Campbell Ave,01003,B4292,Customer,95104
T101138,9215,09/26/2014 04:56,Campbell Ave,01013,09/26/2014 07:30,Sunnyvale Station,01007,B1966,Subscriber,94772
T101139,7635,07/04/2014 21:30,Oakland Transit,01007,07/04/2014 23:37,Downtown San Jose,01013,B3993,Subscriber,95075
T101140,5109,09/08/2014 20:15,Santa Clara Transit,01012,09/08/2014 21:40,Cupertino Center,01003,B4143,Subscriber,94347
T101141,416,10/04/2014 10:51,Santa Clara Transit,01015,10/04/2014 10:58,Downtown San Jose,01001,B5249,Subscriber,94323
T101142,6547,07/10/2014 14:47,Redwood City,01011,07/10/2014 16:36,Downtown San Jose,01005,B7697,Subscriber,94205
T101143,4229,06/24/2014 01:17,Menlo Park,01013,06/24/2014 02:27,Sunnyvale Station,01005,B8220,Subscriber,94030
T101144,109,11/04/2014 22:40,Redwood City,01013,11/04/2014 22:42,Palo Alto Station,01004,B2789,Subscriber,94714
T101145,3630,01/07/2014 16:43,Santa Clara Transit,01006,01/07/2014 17:43,Menlo Park,01010,B3721,Customer,94456
T101146,9535,02/06/2014 03:19,Sunnyvale Station,01005,02/06/2014 05:58,Menlo Park,01008,B2307,Customer,94188
T101147,1256,04/25/2014 06:28,Palo Alto Station,01003,04/25/2014 06:49,Redwood City,01015,B5802,Customer,94859
T101148,802,03/28/2014 01:25,Cupertino Center,01013,03/28/2014 01:39,Downtown San Jose,01004,B2404,Subscriber,94135
T101149,7001,06/07/2014 01:17,Fremont Hub,01002,06/07/2014 03:14,Oakland Transit,01006,B7188,Subscriber,94230
T101150,5704,09/26/2014 15:55,Sunnyvale Station,01005,09/26/2014 17:30,Downtown San Jose,01010,B3042,Subscriber,94974
T101151,1104,04/05/2014 11:46,San Jose Diridon,01013,04/05/2014 12:04,Sunnyvale Station,01011,B5534,Subscriber,94951
T101152,8926,04/29/2014 22:02,Fremont Hub,01001,04/30/2014 00:31,Santa Clara Transit,01011,B2052,Customer,94850
T101153,1047,09/15/2014 20:33,Oakland Transit,01007,09/15/2014 20:50,Mountain View Caltrain,01008,B6605,Customer,95099
T101154,1190,08/14/2014 20:29,Fremont Hub,01007,08/14/2014 20:49,Downtown San Jose,01002,B1486,Subscriber,94901
T101155,7794,05/24/2014 07:31,Fremont Hub,01006,05/24/2014 09:41,Redwood City,01001,B4846,Subscriber,94275
T101156,579,07/03/2014 19:06,Los Gatos Depot,01001,07/03/2014 19:16,Sunnyvale Station,01008,B8829,Customer,94001
T101157,4763,08/03/2014 22:44,Downtown San Jose,01005,08/04/2014 00:03,Cupertino Center,01003,B8949,Subscriber,94637
T101158,6758,07/26/2014 04:33,Redwood City,01014,07/26/2014 06:25,Fremont Hub,01014,B2651,Subscriber,94975
T101159,3008,05/14/2014 12:03,Campbell Ave,01005,05/14/2014 12:53,Fremont Hub,01006,B1155,Subscriber,94961
T101160,2278,06/15/2014 05:58,Redwood City,01003,06/15/2014 06:36,Los Gatos Depot,01012,B2000,Customer,94526
T101161,10570,10/17/2014 16:37,Palo Alto Station,01008,10/17/2014 19:33,Fremont Hub,01007,B5359,Customer,94262
T101162,10642,08/02/2014 17:59,Menlo Park,01002,08/02/2014 20:56,Menlo Park,01011,B1118,Subscriber,94661
T101163,6947,05/09/2014 11:11,San Jose Diridon,01008,05/09/2014 13:07,Redwood City,01004,B1685,Subscriber,95105
T101164,6195,05/17/2014 15:06,Redwood City,01015,05/17/2014 16:49,Santa Clara Transit,01012,B2586,Customer,94748
T101165,6326,09/30/2014 23:04,Santana Row,01004,10/01/2014 00:50,Santa Clara Transit,01007,B4458,Subscriber,94197
T101166,7408,06/26/2014 05:12,Santa Clara Transit,01010,06/26/2014 07:16,Redwood City,01012,B9557,Customer,94978
T101167,6244,04/16/2014 05:07,Santa Clara Transit,01007,04/16/2014 06:51,Menlo Park,01007,B1118,Customer,95009
T101168,6214,04/30/2014 01:56,Downtown San Jose,01003,04/30/2014 03:39,Cupertino Center,01012,B7154,Subscriber,94401
T101169,1374,04/08/2014 15:15,Downtown San Jose,01011,04/08/2014 15:38,Fremont Hub,01010,B9520,Subscriber,94257
T101170,8895,03/31/2014 12:46,Downtown San Jose,01008,03/31/2014 15:14,Santa Clara Transit,01005,B5355,Subscriber,94449
T101171,2238,02/16/2014 20:35,Menlo Park,01002,02/16/2014 21:12,Downtown San Jose,01002,B8961,Customer,95054
